datetime,tempm,tempi,dewptm,dewpti,hum,wspdm,wspdi,wgustm,wgusti,wdird,wdire,vism,visi,pressurem,pressurei,windchillm,windchilli,heatindexm,heatindexi,precipm,precipi,conds,fog,rain,snow,hail,thunder,tornado 
20160328T1000,32.0,89.6,16.0,60.8,38,14.8,9.2,-9999.0,-9999.0,290,WNW,3.5,2.2,1011,29.86,-999,-999,31.9,89.5,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160328T1100,31.0,87.8,17.0,62.6,43,11.1,6.9,-9999.0,-9999.0,310,NW,4.0,2.5,1011,29.86,-999,-999,31.4,88.5,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160328T1200,30,86,16,62,34,9.3,5.8,,,320,NW,4,2,1010,29.84,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160328T1200,30.0,86.0,17.0,62.6,45,9.3,5.8,-9999.0,-9999.0,320,NW,4.0,2.5,1012,29.89,-999,-999,30.3,86.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160328T1300,29.0,84.2,17.0,62.6,48,7.4,4.6,-9999.0,-9999.0,320,NW,4.0,2.5,1012,29.89,-999,-999,29.4,85.0,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160328T1500,25,78,17,63,50,3.7,2.3,,,290,WNW,2,1,1012,29.88,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160328T1800,23,73,15,60,54,0.0,0.0,,,,,2,1,1012,29.89,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160328T2100,19,67,14,58,65,0.0,0.0,,,,,2,1,1013,29.92,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160329T0000,19,66,16,61,80,0.0,0.0,,,,,2,1,1011,29.86,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160329T0200,20.0,68.0,16.0,60.8,78,3.7,2.3,-9999.0,-9999.0,270,West,2.0,1.2,1012,29.89,-999,-999,-9999,-9999,-9999.00,-9999.00,Scattered Clouds,0,0,0,0,0,0
20160329T0300,23,74,16,61,56,7.4,4.6,,,290,WNW,2,1,1012,29.90,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160329T0300,23.0,73.4,16.0,60.8,65,7.4,4.6,-9999.0,-9999.0,290,WNW,2.0,1.2,1013,29.92,-999,-999,-9999,-9999,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160329T0400,27.0,80.6,16.0,60.8,51,5.6,3.5,-9999.0,-9999.0,270,West,2.0,1.2,1013,29.92,-999,-999,27.5,81.5,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160329T0500,28.0,82.4,17.0,62.6,51,5.6,3.5,-9999.0,-9999.0,280,West,2.5,1.6,1014,29.95,-999,-999,28.5,83.4,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160329T0600,30,87,16,62,32,14.8,9.2,,,320,NW,2,1,1012,29.89,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160329T0700,31.0,87.8,15.0,59.0,38,11.1,6.9,-9999.0,-9999.0,320,NW,3.0,1.9,1012,29.89,-999,-999,30.6,87.1,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160329T0800,32.0,89.6,15.0,59.0,36,11.1,6.9,-9999.0,-9999.0,310,NW,3.5,2.2,1011,29.86,-999,-999,31.6,88.9,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160329T0900,32,89,14,58,25,11.1,6.9,,,320,NW,2,1,1009,29.81,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160329T0900,32.0,89.6,15.0,59.0,36,11.1,6.9,-9999.0,-9999.0,320,NW,3.5,2.2,1011,29.86,-999,-999,31.6,88.9,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160329T1000,32.0,89.6,14.0,57.2,33,14.8,9.2,-9999.0,-9999.0,320,NW,4.0,2.5,1011,29.86,-999,-999,31.2,88.1,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160329T1100,32.0,89.6,15.0,59.0,36,11.1,6.9,-9999.0,-9999.0,340,NNW,4.0,2.5,1011,29.86,-999,-999,31.6,88.9,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160329T1200,32,89,14,58,25,11.1,6.9,,,320,NW,4,2,1008,29.78,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160329T1200,32.0,89.6,15.0,59.0,36,11.1,6.9,-9999.0,-9999.0,320,NW,4.0,2.5,1010,29.83,-999,-999,31.6,88.9,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160329T1300,30.0,86.0,16.0,60.8,43,9.3,5.8,-9999.0,-9999.0,320,NW,3.0,1.9,1011,29.86,-999,-999,30.1,86.1,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160329T1500,25,78,16,60,44,0.0,0.0,,,,,2,1,1011,29.85,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160329T1800,21,71,16,62,65,0.0,0.0,,,,,2,1,1012,29.88,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160329T2100,20,68,16,61,71,0.0,0.0,,,,,2,1,1011,29.86,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160330T0000,19,66,17,63,85,3.7,2.3,,,230,SW,2,1,1011,29.87,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160330T0200,20.0,68.0,17.0,62.6,83,0.0,0.0,-9999.0,-9999.0,0,North,1.5,0.9,1012,29.89,-999,-999,-9999,-9999,-9999.00,-9999.00,Scattered Clouds,0,0,0,0,0,0
20160330T0300,24,75,17,63,57,5.6,3.5,,,250,WSW,2,1,1012,29.90,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160330T0300,26.0,78.8,18.0,64.4,61,9.3,5.8,-9999.0,-9999.0,270,West,2.0,1.2,1014,29.95,-999,-999,-9999,-9999,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160330T0500,30.0,86.0,19.0,66.2,51,5.6,3.5,-9999.0,-9999.0,270,West,2.5,1.6,1014,29.95,-999,-999,31.2,88.2,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160330T0600,31,89,16,62,30,5.6,3.5,,,290,WNW,2,1,1013,29.91,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160330T0700,33.0,91.4,13.0,55.4,29,13.0,8.1,-9999.0,-9999.0,220,SW,3.0,1.9,1013,29.92,-999,-999,31.9,89.4,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160330T0800,35.0,95.0,10.0,50.0,22,11.1,6.9,-9999.0,-9999.0,250,WSW,3.0,1.9,1012,29.89,-999,-999,-9999,-9999,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160330T0900,35,95,9,49,12,11.1,6.9,,,270,West,2,1,1010,29.82,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160330T0900,35.0,95.0,9.0,48.2,20,11.1,6.9,-9999.0,-9999.0,270,West,3.0,1.9,1011,29.86,-999,-999,-9999,-9999,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160330T1000,35.0,95.0,10.0,50.0,22,11.1,6.9,-9999.0,-9999.0,270,West,3.0,1.9,1010,29.83,-999,-999,-9999,-9999,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160330T1100,35.0,95.0,10.0,50.0,22,14.8,9.2,-9999.0,-9999.0,290,WNW,3.0,1.9,1010,29.83,-999,-999,-9999,-9999,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160330T1200,34,94,10,50,13,13.0,8.1,,,320,NW,2,1,1008,29.78,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160330T1200,34.0,93.2,10.0,50.0,23,13.0,8.1,-9999.0,-9999.0,320,NW,3.0,1.9,1010,29.83,-999,-999,-9999,-9999,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160330T1300,32.0,89.6,14.0,57.2,33,3.7,2.3,-9999.0,-9999.0,320,NW,3.0,1.9,1010,29.83,-999,-999,31.2,88.1,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160330T1500,28,82,16,61,39,0.0,0.0,,,,,2,1,1010,29.84,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160330T1800,23,74,17,62,59,0.0,0.0,,,,,2,1,1011,29.85,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160331T0000,20,69,17,63,75,0.0,0.0,,,,,2,1,1010,29.84,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160331T0200,20.0,68.0,17.0,62.6,83,0.0,0.0,-9999.0,-9999.0,0,North,2.0,1.2,1011,29.86,-999,-999,-9999,-9999,-9999.00,-9999.00,Mist,0,0,0,0,0,0
20160331T0300,24,74,16,62,56,0.0,0.0,,,,,2,1,1011,29.87,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160331T0300,24.0,75.2,16.0,60.8,61,0.0,0.0,-9999.0,-9999.0,0,North,2.0,1.2,1012,29.89,-999,-999,-9999,-9999,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160331T0400,26.0,78.8,17.0,62.6,57,0.0,0.0,-9999.0,-9999.0,0,North,3.0,1.9,1012,29.89,-999,-999,-9999,-9999,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160331T0500,33.0,91.4,17.0,62.6,38,9.3,5.8,-9999.0,-9999.0,160,SSE,3.0,1.9,1012,29.89,-999,-999,33.4,92.1,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160331T0600,35,95,14,58,19,9.3,5.8,,,270,West,2,1,1010,29.83,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160331T0600,35.0,95.0,14.0,57.2,28,9.3,5.8,-9999.0,-9999.0,270,West,3.0,1.9,1011,29.86,-999,-999,34.3,93.7,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160331T0700,36.0,96.8,13.0,55.4,25,7.4,4.6,-9999.0,-9999.0,270,West,3.0,1.9,1010,29.83,-999,-999,35.0,95.1,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160331T0900,37.0,98.6,10.0,50.0,19,7.4,4.6,-9999.0,-9999.0,290,WNW,4.0,2.5,1009,29.80,-999,-999,-9999,-9999,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160331T1000,37.0,98.6,11.0,51.8,21,9.3,5.8,-9999.0,-9999.0,280,West,4.0,2.5,1009,29.80,-999,-999,-9999,-9999,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160331T1100,36.0,96.8,10.0,50.0,20,9.3,5.8,-9999.0,-9999.0,310,NW,4.0,2.5,1009,29.80,-999,-999,-9999,-9999,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160331T1200,35,95,12,54,16,9.3,5.8,,,320,NW,2,1,1007,29.73,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160331T1200,35.0,95.0,12.0,53.6,25,9.3,5.8,-9999.0,-9999.0,320,NW,3.0,1.9,1008,29.77,-999,-999,33.7,92.7,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160331T1300,33.0,91.4,13.0,55.4,29,3.7,2.3,-9999.0,-9999.0,320,NW,3.0,1.9,1008,29.77,-999,-999,31.9,89.4,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160331T1500,29,84,16,60,34,0.0,0.0,,,,,2,1,1007,29.74,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160331T1800,25,77,16,61,49,0.0,0.0,,,,,2,1,1007,29.73,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160331T2100,24,75,17,62,55,0.0,0.0,,,,,2,1,1006,29.70,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160401T0000,22,72,17,63,65,0.0,0.0,,,,,2,1,1006,29.70,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160401T0200,24.0,75.2,16.0,60.8,61,11.1,6.9,-9999.0,-9999.0,260,West,2.0,1.2,1007,29.74,-999,-999,-9999,-9999,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160401T0300,26,79,16,61,45,9.3,5.8,,,270,West,2,1,1008,29.77,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160401T0300,26.0,78.8,16.0,60.8,54,9.3,5.8,-9999.0,-9999.0,270,West,2.0,1.2,1009,29.80,-999,-999,-9999,-9999,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160401T0400,28.0,82.4,17.0,62.6,51,14.8,9.2,-9999.0,-9999.0,280,West,3.0,1.9,1009,29.80,-999,-999,28.5,83.4,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160401T0500,31.0,87.8,17.0,62.6,43,13.0,8.1,-9999.0,-9999.0,280,West,4.0,2.5,1009,29.80,-999,-999,31.4,88.5,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160401T0600,34,92,14,56,21,25.9,16.1,,,270,West,2,1,1007,29.73,-999,-999,-9999,-9999,,,Blowing Sand,0,0,0,0,0,0
20160401T0600,34.0,93.2,14.0,57.2,30,25.9,16.1,-9999.0,-9999.0,270,West,3.5,2.2,1008,29.77,-999,-999,33.3,91.9,-9999.00,-9999.00,Widespread Dust,0,0,0,0,0,0
20160401T0700,35.0,95.0,12.0,53.6,25,27.8,17.3,-9999.0,-9999.0,260,West,3.0,1.9,1007,29.74,-999,-999,33.7,92.7,-9999.00,-9999.00,Widespread Dust,0,0,0,0,0,0
20160401T0900,37,98,14,58,17,18.5,11.5,,,290,WNW,2,1,1004,29.65,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160401T1000,37.0,98.6,13.0,55.4,24,18.5,11.5,-9999.0,-9999.0,310,NW,3.5,2.2,1005,29.68,-999,-999,36.2,97.2,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160401T1100,37.0,98.6,15.0,59.0,27,18.5,11.5,-9999.0,-9999.0,320,NW,3.5,2.2,1005,29.68,-999,-999,36.9,98.5,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160401T1200,36,96,14,57,18,11.1,6.9,,,320,NW,2,1,1004,29.65,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160401T1200,36.0,96.8,14.0,57.2,27,11.1,6.9,-9999.0,-9999.0,320,NW,3.5,2.2,1005,29.68,-999,-999,35.5,95.8,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160401T1500,30,86,18,64,38,0.0,0.0,,,,,2,1,1007,29.73,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160401T1800,26,79,17,63,49,0.0,0.0,,,,,2,1,1008,29.77,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160401T2100,25,77,17,62,51,0.0,0.0,,,,,2,1,1008,29.76,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160402T0000,22,72,17,63,67,0.0,0.0,,,,,2,1,1008,29.78,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160402T0200,22.0,71.6,18.0,64.4,78,0.0,0.0,-9999.0,-9999.0,0,North,3.0,1.9,1010,29.83,-999,-999,-9999,-9999,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160402T0300,27,80,18,65,50,3.7,2.3,,,270,West,2,1,1010,29.82,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160402T0300,27.0,80.6,18.0,64.4,58,3.7,2.3,-9999.0,-9999.0,270,West,3.0,1.9,1010,29.83,-999,-999,27.9,82.3,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160402T0400,30.0,86.0,17.0,62.6,45,5.6,3.5,-9999.0,-9999.0,210,SSW,4.0,2.5,1011,29.86,-999,-999,30.3,86.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160402T0500,33.0,91.4,16.0,60.8,36,5.6,3.5,-9999.0,-9999.0,260,West,4.0,2.5,1011,29.86,-999,-999,33.0,91.4,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160402T0600,35,96,15,59,20,9.3,5.8,,,250,WSW,4,2,1009,29.79,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160402T0600,25.0,77.0,15.0,59.0,54,9.3,5.8,-9999.0,-9999.0,250,WSW,4.0,2.5,1010,29.83,-999,-999,-9999,-9999,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160402T0700,37.0,98.6,13.0,55.4,24,5.6,3.5,-9999.0,-9999.0,200,SSW,4.0,2.5,1010,29.83,-999,-999,36.2,97.2,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160402T0800,38.0,100.4,14.0,57.2,24,9.3,5.8,-9999.0,-9999.0,320,NW,4.0,2.5,1009,29.80,-999,-999,37.6,99.7,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160402T0900,39,102,14,57,14,11.1,6.9,,,290,WNW,4,2,1005,29.68,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160402T0900,39.0,102.2,14.0,57.2,22,11.1,6.9,-9999.0,-9999.0,290,WNW,4.0,2.5,1007,29.74,-999,-999,38.5,101.4,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160402T1000,39.0,102.2,15.0,59.0,24,13.0,8.1,-9999.0,-9999.0,270,West,4.0,2.5,1006,29.71,-999,-999,39.1,102.4,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160402T1100,38.0,100.4,14.0,57.2,24,9.3,5.8,-9999.0,-9999.0,20,NNE,4.0,2.5,1006,29.71,-999,-999,37.6,99.7,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160402T1200,37,99,15,58,17,9.3,5.8,,,320,NW,4,2,1004,29.67,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160402T1200,37.0,98.6,15.0,59.0,27,9.3,5.8,-9999.0,-9999.0,320,NW,4.0,2.5,1006,29.71,-999,-999,36.9,98.5,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160402T1300,35.0,95.0,19.0,66.2,39,5.6,3.5,-9999.0,-9999.0,310,NW,4.0,2.5,1006,29.71,-999,-999,36.9,98.5,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160402T1500,31,88,19,67,40,0.0,0.0,,,,,2,1,1007,29.73,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160402T1800,28,82,20,68,54,0.0,0.0,,,,,2,1,1008,29.77,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160402T2100,26,79,20,68,61,0.0,0.0,,,,,2,1,1008,29.76,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160403T0000,25,78,20,68,65,0.0,0.0,,,,,2,1,1007,29.75,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160403T0200,26.0,78.8,20.0,68.0,69,7.4,4.6,-9999.0,-9999.0,120,ESE,2.0,1.2,1010,29.83,-999,-999,-9999,-9999,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160403T0300,28,83,19,67,49,5.6,3.5,,,110,ESE,1,1,1009,29.81,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160403T0300,28.0,82.4,19.0,66.2,58,-9999.0,-9999.0,-9999.0,-9999.0,0,North,-9999.0,-9999.0,1010,29.83,-999,-999,29.2,84.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160403T0400,32.0,89.6,20.0,68.0,49,0.0,0.0,-9999.0,-9999.0,0,North,2.0,1.2,1011,29.86,-999,-999,34.1,93.4,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160403T0500,34.0,93.2,20.0,68.0,44,3.7,2.3,-9999.0,-9999.0,70,ENE,2.0,1.2,1011,29.86,-999,-999,36.5,97.7,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160403T0600,36,97,21,70,32,5.6,3.5,,,90,East,2,1,1009,29.79,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160403T0600,36.0,96.8,21.0,69.8,41,5.6,3.5,-9999.0,-9999.0,80,East,2.0,1.2,1010,29.83,-999,-999,39.5,103.1,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160403T0700,37.0,98.6,20.0,68.0,37,0.0,0.0,-9999.0,-9999.0,0,North,2.0,1.2,1010,29.83,-999,-999,40.1,104.1,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160403T0800,38.0,100.4,21.0,69.8,37,0.0,0.0,-9999.0,-9999.0,0,North,2.0,1.2,1009,29.80,-999,-999,42.1,107.8,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160403T0900,39,102,20,68,25,0.0,0.0,,,,,2,1,1006,29.71,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160403T1000,39.0,102.2,20.0,68.0,33,3.7,2.3,-9999.0,-9999.0,50,NE,3.0,1.9,1007,29.74,-999,-999,42.5,108.4,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160403T1100,39.0,102.2,19.0,66.2,31,3.7,2.3,-9999.0,-9999.0,50,NE,3.0,1.9,1007,29.74,-999,-999,41.6,106.9,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160403T1200,37,99,21,70,29,7.4,4.6,,,50,NE,2,1,1005,29.68,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160403T1200,37.0,98.6,21.0,69.8,39,7.4,4.6,-9999.0,-9999.0,50,NE,3.0,1.9,1007,29.74,-999,-999,40.8,105.5,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160403T1300,35.0,95.0,21.0,69.8,44,3.7,2.3,-9999.0,-9999.0,360,North,3.0,1.9,1007,29.74,-999,-999,38.5,101.3,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160403T1500,31,89,23,73,50,0.0,0.0,,,,,2,1,1008,29.76,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160403T1800,29,84,21,70,55,0.0,0.0,,,,,2,1,1009,29.81,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160403T2100,28,82,21,70,59,0.0,0.0,,,,,2,1,1009,29.80,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160404T0000,24,76,18,64,58,0.0,0.0,,,,,2,1,1008,29.78,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160404T0200,24.0,75.2,18.0,64.4,69,3.7,2.3,-9999.0,-9999.0,240,WSW,2.0,1.2,1009,29.80,-999,-999,-9999,-9999,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160404T0300,27,81,16,61,40,7.4,4.6,,,290,WNW,2,1,1008,29.78,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160404T0300,27.0,80.6,16.0,60.8,51,7.4,4.6,-9999.0,-9999.0,290,WNW,3.0,1.9,1009,29.80,-999,-999,27.5,81.5,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160404T0400,30.0,86.0,14.0,57.2,37,11.1,6.9,-9999.0,-9999.0,290,WNW,3.0,1.9,1010,29.83,-999,-999,29.4,84.9,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160404T0500,32.0,89.6,14.0,57.2,33,14.8,9.2,-9999.0,-9999.0,270,West,4.0,2.5,1010,29.83,-999,-999,31.2,88.1,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160404T0600,35,95,15,59,21,11.1,6.9,,,270,West,4,2,1008,29.76,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160404T0600,35.0,95.0,15.0,59.0,30,11.1,6.9,-9999.0,-9999.0,270,West,4.0,2.5,1009,29.80,-999,-999,34.7,94.4,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160404T0700,37.0,98.6,15.0,59.0,27,9.3,5.8,-9999.0,-9999.0,290,WNW,4.0,2.5,1008,29.77,-999,-999,36.9,98.5,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160404T0800,38.0,100.4,14.0,57.2,24,3.7,2.3,-9999.0,-9999.0,40,NE,4.0,2.5,1007,29.74,-999,-999,37.6,99.7,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160404T0900,38,100,13,56,15,5.6,3.5,,,230,SW,2,1,1004,29.66,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160404T0900,38.0,100.4,13.0,55.4,22,5.6,3.5,-9999.0,-9999.0,230,SW,3.5,2.2,1006,29.71,-999,-999,37.1,98.8,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160404T1000,38.0,100.4,13.0,55.4,22,16.7,10.4,-9999.0,-9999.0,230,SW,3.5,2.2,1005,29.68,-999,-999,37.1,98.8,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160404T1100,39.0,102.2,12.0,53.6,20,16.7,10.4,-9999.0,-9999.0,200,SSW,3.5,2.2,1005,29.68,-999,-999,38.0,100.4,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160404T1200,37,99,12,54,14,9.3,5.8,,,290,WNW,2,1,1003,29.62,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160404T1200,37.0,98.6,12.0,53.6,22,9.3,5.8,-9999.0,-9999.0,290,WNW,3.5,2.2,1004,29.65,-999,-999,35.8,96.4,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160404T1300,36.0,96.8,16.0,60.8,30,5.6,3.5,-9999.0,-9999.0,310,NW,3.0,1.9,1005,29.68,-999,-999,36.2,97.1,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160404T1500,33,91,17,62,29,5.6,3.5,,,320,NW,2,1,1005,29.68,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160404T1800,28,83,18,64,43,0.0,0.0,,,,,2,1,1006,29.73,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160404T2100,29,83,19,66,48,7.4,4.6,,,320,NW,2,1,1006,29.70,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160405T0000,27,80,19,67,56,0.0,0.0,,,,,2,1,1006,29.72,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160405T0200,27.0,80.6,19.0,66.2,61,0.0,0.0,-9999.0,-9999.0,0,North,3.5,2.2,1008,29.77,-999,-999,28.2,82.7,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160405T0300,29,84,18,65,42,9.3,5.8,,,340,NNW,2,1,1008,29.77,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160405T0300,29.0,84.2,18.0,64.4,51,9.3,5.8,-9999.0,-9999.0,340,NNW,3.5,2.2,1009,29.80,-999,-999,29.8,85.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160405T0400,32.0,89.6,17.0,62.6,40,9.3,5.8,-9999.0,-9999.0,20,NNE,4.0,2.5,1010,29.83,-999,-999,32.3,90.1,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160405T0500,34.0,93.2,15.0,59.0,32,9.3,5.8,-9999.0,-9999.0,350,North,4.0,2.5,1010,29.83,-999,-999,33.6,92.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160405T0600,35,95,13,55,17,11.1,6.9,,,290,WNW,4,2,1007,29.75,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160405T0600,35.0,95.0,13.0,55.4,26,11.1,6.9,-9999.0,-9999.0,290,WNW,4.0,2.5,1009,29.80,-999,-999,33.9,93.0,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160405T0700,35.0,95.0,14.0,57.2,28,9.3,5.8,-9999.0,-9999.0,20,NNE,3.5,2.2,1008,29.77,-999,-999,34.3,93.7,-9999.00,-9999.00,Mostly Cloudy,0,0,0,0,0,0
20160405T0800,36.0,96.8,12.0,53.6,23,9.3,5.8,-9999.0,-9999.0,10,North,3.5,2.2,1008,29.77,-999,-999,34.7,94.4,-9999.00,-9999.00,Mostly Cloudy,0,0,0,0,0,0
