datetime,tempm,tempi,dewptm,dewpti,hum,wspdm,wspdi,wgustm,wgusti,wdird,wdire,vism,visi,pressurem,pressurei,windchillm,windchilli,heatindexm,heatindexi,precipm,precipi,conds,fog,rain,snow,hail,thunder,tornado 
20160704T1200,34.0,93.2,27.0,80.6,67,5.6,3.5,-9999.0,-9999.0,140,SE,2.5,1.6,996,29.42,-999,-999,45.3,113.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160704T1300,33.0,91.4,26.0,78.8,66,5.6,3.5,-9999.0,-9999.0,150,SSE,2.5,1.6,996,29.42,-999,-999,41.8,107.2,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160704T1500,31,88,27,80,72,3.7,2.3,,,140,SE,2,1,996,29.41,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160704T1800,30,86,27,80,78,0.0,0.0,,,,,2,1,997,29.44,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160704T2100,29,84,27,80,85,0.0,0.0,,,,,2,1,996,29.41,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160705T0000,29,83,27,80,88,0.0,0.0,,,,,2,1,996,29.40,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160705T0200,29.0,84.2,27.0,80.6,89,9.3,5.8,-9999.0,-9999.0,280,West,2.0,1.2,997,29.44,-999,-999,36.8,98.3,-9999.00,-9999.00,Mostly Cloudy,0,0,0,0,0,0
20160705T0300,31,87,27,80,76,7.4,4.6,,,230,SW,2,1,997,29.44,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160705T0300,31.0,87.8,27.0,80.6,79,7.4,4.6,-9999.0,-9999.0,230,SW,2.0,1.2,998,29.47,-999,-999,40.5,104.9,-9999.00,-9999.00,Scattered Clouds,0,0,0,0,0,0
20160705T0400,33.0,91.4,27.0,80.6,71,5.6,3.5,-9999.0,-9999.0,230,SW,2.0,1.2,998,29.47,-999,-999,43.9,111.0,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160705T0500,34.0,93.2,27.0,80.6,67,7.4,4.6,-9999.0,-9999.0,220,SW,2.0,1.2,998,29.47,-999,-999,45.3,113.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160705T0600,35,95,26,78,49,9.3,5.8,,,200,SSW,2,1,996,29.40,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160705T0600,35.0,95.0,25.0,77.0,56,9.3,5.8,-9999.0,-9999.0,200,SSW,2.0,1.2,997,29.44,-999,-999,43.2,109.7,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160705T0700,36.0,96.8,26.0,78.8,56,9.3,5.8,-9999.0,-9999.0,270,West,2.0,1.2,997,29.44,-999,-999,46.0,114.8,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160705T0800,36.0,96.8,26.0,78.8,56,5.6,3.5,-9999.0,-9999.0,320,NW,2.0,1.2,997,29.44,-999,-999,46.0,114.8,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160705T0900,36,97,27,80,50,13.0,8.1,,,250,WSW,2,1,994,29.35,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160705T0900,36.0,96.8,27.0,80.6,60,13.0,8.1,-9999.0,-9999.0,250,WSW,3.0,1.9,996,29.42,-999,-999,48.1,118.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160705T1000,34.0,93.2,27.0,80.6,67,7.4,4.6,-9999.0,-9999.0,80,East,3.0,1.9,995,29.39,-999,-999,45.3,113.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160705T1100,35.0,95.0,28.0,82.4,67,11.1,6.9,-9999.0,-9999.0,110,ESE,3.0,1.9,994,29.36,-999,-999,48.7,119.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160705T1200,34,93,27,81,60,0.0,0.0,,,,,2,1,992,29.31,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160705T1200,34.0,93.2,28.0,82.4,71,0.0,0.0,-9999.0,-9999.0,0,North,3.0,1.9,994,29.36,-999,-999,47.3,117.1,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160705T1300,34.0,93.2,28.0,82.4,71,0.0,0.0,-9999.0,-9999.0,0,North,3.0,1.9,994,29.36,-999,-999,47.3,117.1,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160705T1500,33,91,28,82,69,0.0,0.0,,,,,2,1,994,29.35,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160705T1800,32,89,28,83,79,0.0,0.0,,,,,2,1,995,29.40,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160705T2100,31,87,28,83,84,0.0,0.0,,,,,2,1,995,29.39,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160706T0000,30,87,27,81,79,9.3,5.8,,,250,WSW,2,1,994,29.37,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160706T0200,30.0,86.0,26.0,78.8,79,13.0,8.1,-9999.0,-9999.0,280,West,2.0,1.2,997,29.44,-999,-999,37.4,99.3,-9999.00,-9999.00,Mostly Cloudy,0,0,0,0,0,0
20160706T0300,30,85,25,78,73,3.7,2.3,,,20,NNE,2,1,997,29.46,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160706T0300,30.0,86.0,25.0,77.0,74,3.7,2.3,-9999.0,-9999.0,20,NNE,2.0,1.2,998,29.47,-999,-999,36.0,96.9,-9999.00,-9999.00,Mostly Cloudy,0,0,0,0,0,0
20160706T0400,31.0,87.8,25.0,77.0,70,5.6,3.5,-9999.0,-9999.0,20,NNE,2.0,1.2,999,29.50,-999,-999,37.6,99.7,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160706T0500,33.0,91.4,26.0,78.8,66,3.7,2.3,-9999.0,-9999.0,70,ENE,2.0,1.2,1000,29.53,-999,-999,41.8,107.2,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160706T0600,34,94,24,76,47,14.8,9.2,,,270,West,2,1,998,29.46,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160706T0600,34.0,93.2,25.0,77.0,59,14.8,9.2,-9999.0,-9999.0,270,West,2.5,1.6,999,29.50,-999,-999,41.8,107.2,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160706T0700,36.0,96.8,25.0,77.0,53,14.8,9.2,-9999.0,-9999.0,320,NW,2.5,1.6,998,29.47,-999,-999,44.5,112.2,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160706T0800,35.0,95.0,25.0,77.0,56,11.1,6.9,-9999.0,-9999.0,120,ESE,2.5,1.6,998,29.47,-999,-999,43.2,109.7,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160706T0900,35,95,28,82,58,13.0,8.1,,,90,East,2,1,996,29.40,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160706T0900,35.0,95.0,28.0,82.4,67,13.0,8.1,-9999.0,-9999.0,90,East,2.5,1.6,997,29.44,-999,-999,48.7,119.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160706T1000,36.0,96.8,27.0,80.6,60,13.0,8.1,-9999.0,-9999.0,90,East,3.0,1.9,996,29.42,-999,-999,48.1,118.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160706T1100,36.0,96.8,28.0,82.4,63,-9999.0,-9999.0,-9999.0,-9999.0,0,North,-9999.0,-9999.0,996,29.42,-999,-999,49.8,121.7,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160706T1200,35,94,28,82,61,7.4,4.6,,,110,ESE,2,1,994,29.37,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160706T1200,35.0,95.0,28.0,82.4,67,7.4,4.6,-9999.0,-9999.0,110,ESE,3.0,1.9,996,29.42,-999,-999,48.7,119.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160706T1300,34.0,93.2,27.0,80.6,67,3.7,2.3,-9999.0,-9999.0,90,East,3.0,1.9,996,29.42,-999,-999,45.3,113.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160706T1500,33,91,26,80,62,5.6,3.5,,,110,ESE,2,1,996,29.42,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160706T1800,31,89,26,80,67,5.6,3.5,,,140,SE,2,1,998,29.47,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160707T0000,30,86,26,80,77,0.0,0.0,,,,,55,34,994,29.35,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160707T0200,30.0,86.0,27.0,80.6,84,5.6,3.5,-9999.0,-9999.0,120,ESE,2.5,1.6,1000,29.53,-999,-999,38.8,101.9,-9999.00,-9999.00,Scattered Clouds,0,0,0,0,0,0
20160707T0300,31,88,27,80,72,9.3,5.8,,,140,SE,2,1,999,29.50,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160707T0300,31.0,87.8,27.0,80.6,79,9.3,5.8,-9999.0,-9999.0,140,SE,2.5,1.6,1000,29.53,-999,-999,40.5,104.9,-9999.00,-9999.00,Mostly Cloudy,0,0,0,0,0,0
20160707T0400,32.0,89.6,27.0,80.6,75,9.3,5.8,-9999.0,-9999.0,140,SE,2.5,1.6,1000,29.53,-999,-999,42.3,108.2,-9999.00,-9999.00,Mostly Cloudy,0,0,0,0,0,0
20160707T0500,34.0,93.2,26.0,78.8,63,11.1,6.9,-9999.0,-9999.0,150,SSE,2.5,1.6,1000,29.53,-999,-999,43.5,110.2,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160707T0600,34,93,26,78,54,11.1,6.9,,,160,SSE,2,1,999,29.49,-999,-999,-9999,-9999,,,,0,0,0,0,0,0
20160707T0600,34.0,93.2,26.0,78.8,63,11.1,6.9,-9999.0,-9999.0,160,SSE,3.0,1.9,1000,29.53,-999,-999,43.5,110.2,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160707T0700,34.0,93.2,26.0,78.8,63,3.7,2.3,-9999.0,-9999.0,140,SE,4.0,2.5,1000,29.53,-999,-999,43.5,110.2,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160707T0800,36.0,96.8,26.0,78.8,56,9.3,5.8,-9999.0,-9999.0,130,SE,4.0,2.5,999,29.50,-999,-999,46.0,114.8,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160707T0900,37,98,27,80,48,9.3,5.8,,,180,South,2,1,997,29.44,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160707T1000,36.0,96.8,26.0,78.8,56,7.4,4.6,-9999.0,-9999.0,160,SSE,3.0,1.9,997,29.44,-999,-999,46.0,114.8,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160707T1100,35.0,95.0,25.0,77.0,56,5.6,3.5,-9999.0,-9999.0,130,SE,3.0,1.9,997,29.44,-999,-999,43.2,109.7,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160707T1200,35,96,27,81,54,5.6,3.5,,,160,SSE,2,1,995,29.38,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160707T1200,35.0,95.0,27.0,80.6,63,5.6,3.5,-9999.0,-9999.0,160,SSE,3.0,1.9,997,29.44,-999,-999,46.5,115.8,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160707T1300,35.0,95.0,26.0,78.8,59,0.0,0.0,-9999.0,-9999.0,0,North,3.0,1.9,996,29.42,-999,-999,44.6,112.2,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160707T1500,34,93,27,80,59,0.0,0.0,,,,,2,1,996,29.42,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160707T1800,32,90,27,80,66,7.4,4.6,,,90,East,2,1,997,29.46,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160707T2100,31,89,26,79,66,0.0,0.0,,,,,2,1,997,29.44,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160708T0000,31,87,26,80,73,0.0,0.0,,,,,2,1,997,29.43,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160708T0200,31.0,87.8,27.0,80.6,79,3.7,2.3,-9999.0,-9999.0,160,SSE,3.0,1.9,998,29.47,-999,-999,40.5,104.9,-9999.00,-9999.00,Mostly Cloudy,0,0,0,0,0,0
20160708T0300,33,91,27,81,65,3.7,2.3,,,160,SSE,2,1,998,29.47,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160708T0300,33.0,91.4,27.0,80.6,71,3.7,2.3,-9999.0,-9999.0,160,SSE,3.0,1.9,999,29.50,-999,-999,43.9,111.0,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160708T0400,34.0,93.2,27.0,80.6,67,9.3,5.8,-9999.0,-9999.0,180,South,3.0,1.9,999,29.50,-999,-999,45.3,113.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160708T0500,35.0,95.0,27.0,80.6,63,7.4,4.6,-9999.0,-9999.0,240,WSW,3.0,1.9,999,29.50,-999,-999,46.5,115.8,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160708T0600,31,87,23,73,54,27.8,17.3,,,290,WNW,2,1,998,29.46,-999,-999,-9999,-9999,,,Thunderstorms and Rain,0,1,0,0,1,0
20160708T0600,31.0,87.8,23.0,73.4,62,18.5,11.5,37.0,23.0,290,WNW,2.0,1.2,999,29.50,-999,-999,35.4,95.6,-9999.00,-9999.00,Light Thunderstorms and Rain,0,1,0,0,1,0
20160708T0700,29.0,84.2,27.0,80.6,89,7.4,4.6,-9999.0,-9999.0,110,ESE,2.0,1.2,999,29.50,-999,-999,36.8,98.3,-9999.00,-9999.00,Light Thunderstorms and Rain,0,1,0,0,1,0
20160708T0800,29.0,84.2,27.0,80.6,89,7.4,4.6,-9999.0,-9999.0,310,NW,2.0,1.2,998,29.47,-999,-999,36.8,98.3,-9999.00,-9999.00,Mostly Cloudy,0,0,0,0,0,0
20160708T0900,29,84,28,82,91,0.0,0.0,,,,,2,1,998,29.46,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160708T0900,29.0,84.2,28.0,82.4,94,0.0,0.0,-9999.0,-9999.0,0,North,2.0,1.2,998,29.47,-999,-999,38.1,100.6,-9999.00,-9999.00,Mostly Cloudy,0,0,0,0,0,0
20160708T1000,30.0,86.0,27.0,80.6,84,0.0,0.0,-9999.0,-9999.0,0,North,2.5,1.6,997,29.44,-999,-999,38.8,101.9,-9999.00,-9999.00,Mostly Cloudy,0,0,0,0,0,0
20160708T1100,30.0,86.0,26.0,78.8,79,3.7,2.3,-9999.0,-9999.0,100,East,2.5,1.6,996,29.42,-999,-999,37.4,99.3,-9999.00,-9999.00,Mostly Cloudy,0,0,0,0,0,0
20160708T1200,31,88,26,79,67,3.7,2.3,,,110,ESE,2,1,994,29.37,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160708T1200,31.0,87.8,26.0,78.8,75,3.7,2.3,-9999.0,-9999.0,110,ESE,2.5,1.6,996,29.42,-999,-999,39.2,102.5,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160708T1300,31.0,87.8,26.0,78.8,75,7.4,4.6,-9999.0,-9999.0,90,East,2.5,1.6,996,29.42,-999,-999,39.2,102.5,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160708T1800,29,85,26,79,77,0.0,0.0,,,,,2,1,997,29.45,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160708T2100,29,84,27,80,86,0.0,0.0,,,,,2,1,997,29.44,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160709T0000,29,83,27,80,90,0.0,0.0,,,,,2,1,997,29.43,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160709T0200,30.0,86.0,27.0,80.6,84,3.7,2.3,-9999.0,-9999.0,80,East,3.0,1.9,998,29.47,-999,-999,38.8,101.9,-9999.00,-9999.00,Mostly Cloudy,0,0,0,0,0,0
20160709T0300,31,88,27,80,72,5.6,3.5,,,110,ESE,2,1,998,29.47,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160709T0300,31.0,87.8,27.0,80.6,79,5.6,3.5,-9999.0,-9999.0,110,ESE,3.0,1.9,999,29.50,-999,-999,40.5,104.9,-9999.00,-9999.00,Scattered Clouds,0,0,0,0,0,0
20160709T0400,32.0,89.6,27.0,80.6,75,9.3,5.8,-9999.0,-9999.0,110,ESE,3.0,1.9,999,29.50,-999,-999,42.3,108.2,-9999.00,-9999.00,Scattered Clouds,0,0,0,0,0,0
20160709T0500,33.0,91.4,27.0,80.6,71,11.1,6.9,-9999.0,-9999.0,80,East,3.0,1.9,999,29.50,-999,-999,43.9,111.0,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160709T0600,34,94,28,82,60,7.4,4.6,,,90,East,2,1,998,29.46,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160709T0600,34.0,93.2,28.0,82.4,71,7.4,4.6,-9999.0,-9999.0,90,East,3.0,1.9,998,29.47,-999,-999,47.3,117.1,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160709T0700,35.0,95.0,27.0,80.6,63,5.6,3.5,-9999.0,-9999.0,110,ESE,3.0,1.9,998,29.47,-999,-999,46.5,115.8,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160709T0800,36.0,96.8,27.0,80.6,60,9.3,5.8,-9999.0,-9999.0,90,East,3.0,1.9,997,29.44,-999,-999,48.1,118.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160709T0900,37,98,27,80,48,9.3,5.8,,,50,NE,2,1,995,29.38,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160709T0900,37.0,98.6,27.0,80.6,56,9.3,5.8,-9999.0,-9999.0,50,NE,3.0,1.9,997,29.44,-999,-999,49.0,120.3,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160709T1000,37.0,98.6,27.0,80.6,56,3.7,2.3,-9999.0,-9999.0,70,ENE,3.0,1.9,996,29.42,-999,-999,49.0,120.3,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160709T1100,36.0,96.8,27.0,80.6,60,7.4,4.6,-9999.0,-9999.0,70,ENE,3.0,1.9,996,29.42,-999,-999,48.1,118.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160709T1200,37,98,27,81,49,9.3,5.8,,,70,ENE,2,1,994,29.35,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160709T1200,37.0,98.6,27.0,80.6,56,7.4,4.6,-9999.0,-9999.0,70,ENE,3.0,1.9,996,29.42,-999,-999,49.0,120.3,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160709T1300,34.0,93.2,26.0,78.8,63,9.3,5.8,-9999.0,-9999.0,120,ESE,3.0,1.9,995,29.39,-999,-999,43.5,110.2,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160709T1500,31,89,26,78,64,9.3,5.8,,,230,SW,2,1,995,29.39,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160709T1800,30,87,26,78,69,3.7,2.3,,,200,SSW,2,1,997,29.45,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160709T2100,30,86,26,78,73,3.7,2.3,,,140,SE,2,1,996,29.42,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160710T0000,30,86,26,78,71,0.0,0.0,,,,,2,1,997,29.44,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160710T0200,30.0,86.0,26.0,78.8,79,0.0,0.0,-9999.0,-9999.0,0,North,3.0,1.9,998,29.47,-999,-999,37.4,99.3,-9999.00,-9999.00,Partly Cloudy,0,0,0,0,0,0
20160710T0300,31,89,26,79,66,7.4,4.6,,,140,SE,2,1,997,29.44,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160710T0300,31.0,87.8,26.0,78.8,75,7.4,4.6,-9999.0,-9999.0,140,SE,3.0,1.9,998,29.47,-999,-999,39.2,102.5,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160710T0400,32.0,89.6,26.0,78.8,70,3.7,2.3,-9999.0,-9999.0,270,West,3.0,1.9,998,29.47,-999,-999,40.4,104.7,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160710T0500,33.0,91.4,27.0,80.6,71,1.9,1.2,-9999.0,-9999.0,0,Variable,3.0,1.9,998,29.47,-999,-999,43.9,111.0,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160710T0600,35,95,28,82,58,5.6,3.5,,,50,NE,2,1,996,29.40,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160710T0600,35.0,95.0,28.0,82.4,67,5.6,3.5,-9999.0,-9999.0,50,NE,2.5,1.6,997,29.44,-999,-999,48.7,119.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160710T0700,36.0,96.8,27.0,80.6,60,7.4,4.6,-9999.0,-9999.0,90,East,2.5,1.6,996,29.42,-999,-999,48.1,118.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160710T0800,36.0,96.8,27.0,80.6,60,-9999.0,-9999.0,-9999.0,-9999.0,0,North,-9999.0,-9999.0,996,29.42,-999,-999,48.1,118.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160710T0900,35,95,27,80,54,9.3,5.8,,,340,NNW,2,1,994,29.36,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160710T0900,35.0,95.0,27.0,80.6,63,9.3,5.8,-9999.0,-9999.0,340,NNW,3.0,1.9,996,29.42,-999,-999,46.5,115.8,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160710T1000,35.0,95.0,27.0,80.6,63,14.8,9.2,-9999.0,-9999.0,60,ENE,3.0,1.9,996,29.42,-999,-999,46.5,115.8,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160710T1100,34.0,93.2,26.0,78.8,63,7.4,4.6,-9999.0,-9999.0,110,ESE,3.0,1.9,995,29.39,-999,-999,43.5,110.2,-9999.00,-9999.00,Thunderstorm,0,0,0,0,1,0
20160710T1200,32,89,24,76,58,3.7,2.3,,,140,SE,2,1,994,29.35,-999,-999,-9999,-9999,,,Light Rain,0,1,0,0,0,0
20160710T1200,32.0,89.6,25.0,77.0,66,3.7,2.3,-9999.0,-9999.0,140,SE,2.5,1.6,995,29.39,-999,-999,39.0,102.2,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160710T1300,31.0,87.8,25.0,77.0,70,0.0,0.0,-9999.0,-9999.0,0,North,2.5,1.6,995,29.39,-999,-999,37.6,99.7,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160710T1500,31,88,24,74,56,9.3,5.8,,,160,SSE,2,1,995,29.38,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160710T1800,30,87,27,80,75,0.0,0.0,,,,,2,1,996,29.41,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160710T2100,30,86,26,80,77,0.0,0.0,,,,,2,1,996,29.41,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160711T0000,29,85,27,80,81,3.7,2.3,,,90,East,2,1,996,29.42,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160711T0200,30.0,86.0,27.0,80.6,84,9.3,5.8,-9999.0,-9999.0,100,East,2.0,1.2,998,29.47,-999,-999,38.8,101.9,-9999.00,-9999.00,Mostly Cloudy,0,0,0,0,0,0
20160711T0300,31,88,27,80,72,9.3,5.8,,,110,ESE,2,1,998,29.48,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160711T0300,31.0,87.8,27.0,80.6,79,9.3,5.8,-9999.0,-9999.0,110,ESE,2.0,1.2,1000,29.53,-999,-999,40.5,104.9,-9999.00,-9999.00,Mostly Cloudy,0,0,0,0,0,0
20160711T0400,31.0,87.8,27.0,80.6,79,11.1,6.9,-9999.0,-9999.0,110,ESE,2.0,1.2,1000,29.53,-999,-999,40.5,104.9,-9999.00,-9999.00,Mostly Cloudy,0,0,0,0,0,0
20160711T0500,31.0,87.8,27.0,80.6,79,9.3,5.8,-9999.0,-9999.0,110,ESE,2.5,1.6,1000,29.53,-999,-999,40.5,104.9,-9999.00,-9999.00,Mostly Cloudy,0,0,0,0,0,0
20160711T0600,29,85,25,77,71,7.4,4.6,,,110,ESE,2,1,999,29.49,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160711T0700,30.0,86.0,26.0,78.8,79,5.6,3.5,-9999.0,-9999.0,170,South,3.0,1.9,1000,29.53,-999,-999,37.4,99.3,-9999.00,-9999.00,Mostly Cloudy,0,0,0,0,0,0
20160711T0800,31.0,87.8,25.0,77.0,70,3.7,2.3,-9999.0,-9999.0,120,ESE,3.0,1.9,999,29.50,-999,-999,37.6,99.7,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160711T0900,31,89,26,78,64,13.0,8.1,,,90,East,2,1,997,29.44,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160711T0900,31.0,87.8,26.0,78.8,75,13.0,8.1,-9999.0,-9999.0,90,East,3.0,1.9,998,29.47,-999,-999,39.2,102.5,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160711T1000,34.0,93.2,27.0,80.6,67,11.1,6.9,-9999.0,-9999.0,90,East,3.0,1.9,997,29.44,-999,-999,45.3,113.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160711T1100,35.0,95.0,27.0,80.6,63,-9999.0,-9999.0,-9999.0,-9999.0,0,North,-9999.0,-9999.0,996,29.42,-999,-999,46.5,115.8,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160711T1200,35,94,27,80,56,9.3,5.8,,,70,ENE,2,1,995,29.37,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160711T1200,35.0,95.0,27.0,80.6,63,-9999.0,-9999.0,-9999.0,-9999.0,0,North,-9999.0,-9999.0,996,29.42,-999,-999,46.5,115.8,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160711T1300,34.0,93.2,27.0,80.6,67,9.3,5.8,-9999.0,-9999.0,90,East,2.5,1.6,996,29.42,-999,-999,45.3,113.6,-9999.00,-9999.00,Haze,0,0,0,0,0,0
20160711T1500,32,90,27,80,67,9.3,5.8,,,110,ESE,2,1,997,29.43,-999,-999,-9999,-9999,,,Haze,0,0,0,0,0,0
20160711T1800,31,87,27,80,75,9.3,5.8,,,110,ESE,2,1,998,29.47,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160711T2100,30,86,26,80,77,0.0,0.0,,,,,2,1,998,29.47,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160712T0000,30,86,27,81,81,5.6,3.5,,,90,East,2,1,998,29.47,-999,-999,-9999,-9999,,,Mist,0,0,0,0,0,0
20160712T0200,30.0,86.0,27.0,80.6,84,5.6,3.5,-9999.0,-9999.0,60,ENE,3.0,1.9,1000,29.53,-999,-999,38.8,101.9,-9999.00,-9999.00,Mostly Cloudy,0,0,0,0,0,0
20160712T0300,29,84,28,82,91,7.4,4.6,,,110,ESE,2,1,1000,29.52,-999,-999,-9999,-9999,,,Light Rain,0,1,0,0,0,0
20160712T0300,29.0,84.2,28.0,82.4,94,7.4,4.6,-9999.0,-9999.0,110,ESE,3.0,1.9,1000,29.53,-999,-999,38.1,100.6,-9999.00,-9999.00,Rain,0,1,0,0,0,0
20160712T0400,30.0,86.0,27.0,80.6,84,1.9,1.2,-9999.0,-9999.0,90,East,3.0,1.9,1001,29.56,-999,-999,38.8,101.9,-9999.00,-9999.00,Mostly Cloudy,0,0,0,0,0,0
20160712T0500,32.0,89.6,28.0,82.4,79,3.7,2.3,-9999.0,-9999.0,80,East,3.0,1.9,1001,29.56,-999,-999,43.9,111.1,-9999.00,-9999.00,Partly Cloudy,0,0,0,0,0,0
